#{"t_start": 1682401244.4086945, "env_id": null}
r,l,t,current_date,agent_id
19.223328,41,179.136823,2018-03-02,55
66.566666,25,179.894557,2017-10-06,44
49.43,29,180.891638,2017-12-30,9
15.003323,38,180.891717,2018-02-05,41
-32.910007,43,181.724679,2018-08-10,13
23.893333,27,182.681496,2018-08-18,7
85.84666,31,183.39457,2018-04-22,34
-8.613338,38,184.193689,2017-06-22,40
-57.423317,37,184.193795,2018-01-18,61
8.743331,37,185.08024,2018-06-20,58
134.08667,29,186.044839,2018-08-19,6
95.37002,40,186.044922,2018-08-18,10
66.526665,28,186.044939,2018-04-07,12
55.046673,21,186.04495,2017-11-19,20
46.913334,34,186.044961,2018-02-08,23
-124.966644,54,186.881394,2017-09-08,42
76.240005,35,186.881483,2017-10-19,52
-38.493336,42,188.447738,2017-08-31,47
47.80666,32,188.447819,2018-03-12,56
84.16667,37,189.33659,2017-08-09,24
93.37668,30,190.054434,2017-07-18,17
0.386663,27,191.132056,2017-12-21,3
43.21,26,191.132133,2018-07-16,53
67.38667,34,191.13215,2017-08-05,59
27.139994,38,192.068109,2017-06-08,21
19.019999,25,192.068187,2017-08-13,43
32.286674,24,192.068203,2017-07-23,46
24.490004,34,193.592528,2017-08-26,2
36.680008,33,193.592604,2017-09-22,19
47.329998,25,194.558283,2017-11-22,15
60.19,39,194.558399,2018-06-01,38
-17.12334,36,196.026594,2017-06-09,29
72.63999,37,197.080472,2017-11-26,0
38.72333,34,197.080548,2017-12-11,4
9.216665,27,197.080564,2017-06-14,5
24.769997,33,197.080576,2018-04-06,11
-17.54,31,197.080588,2017-09-20,18
-7.4000025,43,197.080599,2018-01-01,35
87.91,27,197.080609,2018-04-04,54
-6.266669,38,197.945838,2018-02-28,30
44.96666,29,198.879333,2017-06-28,32
27.433325,26,199.644297,2017-06-15,26
87.27667,26,200.670141,2017-07-09,51
75.28334,27,200.670236,2017-06-27,63
21.48,29,201.488084,2017-07-31,8
111.52334,31,201.488178,2017-06-13,25
36.170002,31,201.488194,2018-06-30,27
30.02,34,202.32913,2017-10-11,14
82.19666,34,202.329224,2017-12-24,62
103.236664,25,203.399092,2018-03-29,13
22.193327,39,203.399187,2018-01-21,16
101.03667,33,203.399203,2018-08-19,33
112.396675,40,203.399214,2018-07-08,50
76.930016,32,203.399224,2017-07-29,57
49.526665,31,204.299785,2018-03-25,1
46.373333,37,204.299907,2018-08-01,28
120.790016,40,204.299924,2018-04-08,31
-51.053333,31,205.035737,2018-05-09,45
29.19333,37,206.107114,2017-09-15,36
61.60334,29,206.107196,2017-11-26,41
-62.450012,36,207.204618,2017-11-15,39
57.356667,40,207.204705,2018-03-10,49
-17.056673,32,207.204722,2017-11-17,55
36.25,25,208.146036,2018-03-30,12
11.47,25,208.146129,2018-05-15,23
79.08,26,208.938196,2017-06-08,20
3.0166702,33,208.938318,2017-06-18,44
30.049995,36,209.807186,2017-06-22,22
-25.999998,34,210.826229,2018-08-01,9
25.7,33,211.782924,2018-06-15,7
-82.79667,38,211.783022,2017-07-19,48
15.569998,30,211.783038,2018-05-07,58
-38.086666,30,212.612372,2018-01-11,10
68.85,28,213.753498,2018-08-07,47
22.313335,30,213.753609,2017-08-23,52
-83.58332,41,214.94155,2018-08-22,60
143.12334,23,215.939952,2018-07-03,38
75.38332,32,215.940032,2017-07-25,42
-7.400006,34,216.788141,2018-08-19,6
-7.9699993,29,216.788221,2018-06-10,17
-8.113336,37,216.788239,2017-08-28,34
93.16334,28,217.683355,2018-02-02,21
-102.57333,49,217.683441,2017-09-03,37
-35.43333,28,217.683459,2018-05-10,46
168.04333,37,217.683471,2018-03-02,61
52.86666,24,218.444753,2017-12-31,29
31.109999,33,218.444841,2017-05-24,56
-17.503328,31,219.416995,2018-04-30,53
-9.796672,34,220.112894,2018-05-03,24
-92.72667,40,220.112975,2017-09-09,40
50.216667,27,221.570082,2017-07-20,5
19.803333,28,222.526031,2017-06-11,0
31.430004,28,222.526107,2018-05-06,4
30.976665,28,222.526124,2018-06-27,18
63.499992,32,222.526135,2018-03-16,19
95.77,34,222.526145,2017-06-28,43
59.843334,33,223.264713,2017-08-14,2
24.34333,27,224.242112,2017-10-20,26
67.933334,24,225.425646,2018-07-05,16
-23.366665,31,225.425728,2018-06-16,54
33.143326,38,225.425745,2018-06-19,59
63.48667,32,226.264353,2018-08-06,35
94.466675,28,227.095923,2018-02-24,8
62.233334,26,227.096004,2017-06-25,33
-10.403334,41,227.971875,2017-11-01,3
-52.960003,34,227.971959,2018-06-09,11
69.69667,37,227.971976,2017-07-01,15
21.376669,29,227.97199,2017-07-10,27
0.5033313,27,227.972002,2017-07-19,50
69.54,29,229.568708,2017-06-28,13
2.979995,35,229.568803,2018-05-24,30
